# Exact Riemann solution for problem: 5
# Discretization: zonal
# Domain bounds: [0.00000e+00,1.00000e+00]
# Iterface position: 8.00000e-01
# Gamma: 1.40000e+00
# Left  state [dens,velx,pres]: [1.00000e+00, -1.95974e+01, 1.00000e+03]
# Right state [dens,velx,pres]: [1.00000e+00, -1.95974e+01, 1.00000e-02]
# Time: 1.20000e-02
                x              dens              pres              velx              eint              cspd
  4.150000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.250000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.350000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.450000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.550000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.650000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.750000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.850000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  4.950000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.050000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.150000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.250000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.350000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.450000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.550000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.650000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.750000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.850000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  5.950000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.050000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.150000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.250000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.350000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.450000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.550000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.650000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.750000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.850000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  6.950000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.050000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.150000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.250000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.350000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.450000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.550000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.650000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.750000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.850000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  7.950000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.050000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.150000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.250000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.350000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.450000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.550000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.650000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.750000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.850000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  8.950000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.050000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.150000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.250000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.350000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.450000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.550000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.650000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.750000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.850000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  9.950000000e-02   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.005000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.015000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.025000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.035000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.045000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.055000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.065000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.075000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.085000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.095000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.105000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.115000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.125000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.135000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.145000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.155000000e-01   1.000000000e+00   1.000000000e+03  -1.959745000e+01   2.500000000e+03   3.741657387e+01
  1.165000000e-01   9.987602884e-01   9.982648342e+02  -1.955104122e+01   2.498759827e+03   3.740729211e+01
  1.175000000e-01   9.969075248e-01   9.956732142e+02  -1.948159678e+01   2.496904651e+03   3.739340322e+01
  1.185000000e-01   9.950575119e-01   9.930873633e+02  -1.941215233e+01   2.495050164e+03   3.737951433e+01
  1.195000000e-01   9.932102465e-01   9.905072708e+02  -1.934270789e+01   2.493196366e+03   3.736562545e+01
  1.205000000e-01   9.913657255e-01   9.879329261e+02  -1.927326344e+01   2.491343257e+03   3.735173656e+01
  1.215000000e-01   9.895239460e-01   9.853643185e+02  -1.920381900e+01   2.489490837e+03   3.733784767e+01
  1.225000000e-01   9.876849049e-01   9.828014372e+02  -1.913437455e+01   2.487639105e+03   3.732395878e+01
  1.235000000e-01   9.858485991e-01   9.802442718e+02  -1.906493011e+01   2.485788063e+03   3.731006989e+01
  1.245000000e-01   9.840150256e-01   9.776928115e+02  -1.899548567e+01   2.483937709e+03   3.729618100e+01
  1.255000000e-01   9.821841813e-01   9.751470457e+02  -1.892604122e+01   2.482088045e+03   3.728229211e+01
  1.265000000e-01   9.803560631e-01   9.726069638e+02  -1.885659678e+01   2.480239069e+03   3.726840322e+01
  1.275000000e-01   9.785306681e-01   9.700725553e+02  -1.878715233e+01   2.478390783e+03   3.725451433e+01
  1.285000000e-01   9.767079931e-01   9.675438096e+02  -1.871770789e+01   2.476543185e+03   3.724062545e+01
  1.295000000e-01   9.748880352e-01   9.650207162e+02  -1.864826344e+01   2.474696276e+03   3.722673656e+01
  1.305000000e-01   9.730707913e-01   9.625032645e+02  -1.857881900e+01   2.472850056e+03   3.721284767e+01
  1.315000000e-01   9.712562584e-01   9.599914439e+02  -1.850937455e+01   2.471004525e+03   3.719895878e+01
  1.325000000e-01   9.694444334e-01   9.574852441e+02  -1.843993011e+01   2.469159683e+03   3.718506989e+01
  1.335000000e-01   9.676353133e-01   9.549846545e+02  -1.837048567e+01   2.467315530e+03   3.717118100e+01
  1.345000000e-01   9.658288950e-01   9.524896646e+02  -1.830104122e+01   2.465472066e+03   3.715729211e+01
  1.355000000e-01   9.640251756e-01   9.500002640e+02  -1.823159678e+01   2.463629291e+03   3.714340322e+01
  1.365000000e-01   9.622241520e-01   9.475164422e+02  -1.816215233e+01   2.461787205e+03   3.712951433e+01
  1.375000000e-01   9.604258212e-01   9.450381889e+02  -1.809270789e+01   2.459945807e+03   3.711562545e+01
  1.385000000e-01   9.586301802e-01   9.425654936e+02  -1.802326344e+01   2.458105099e+03   3.710173656e+01
  1.395000000e-01   9.568372259e-01   9.400983460e+02  -1.795381900e+01   2.456265080e+03   3.708784767e+01
  1.405000000e-01   9.550469553e-01   9.376367355e+02  -1.788437455e+01   2.454425749e+03   3.707395878e+01
  1.415000000e-01   9.532593655e-01   9.351806520e+02  -1.781493011e+01   2.452587108e+03   3.706006989e+01
  1.425000000e-01   9.514744534e-01   9.327300851e+02  -1.774548567e+01   2.450749155e+03   3.704618100e+01
  1.435000000e-01   9.496922160e-01   9.302850243e+02  -1.767604122e+01   2.448911891e+03   3.703229211e+01
  1.445000000e-01   9.479126503e-01   9.278454595e+02  -1.760659678e+01   2.447075316e+03   3.701840322e+01
  1.455000000e-01   9.461357533e-01   9.254113802e+02  -1.753715233e+01   2.445239431e+03   3.700451433e+01
  1.465000000e-01   9.443615219e-01   9.229827763e+02  -1.746770789e+01   2.443404234e+03   3.699062545e+01
  1.475000000e-01   9.425899533e-01   9.205596374e+02  -1.739826344e+01   2.441569726e+03   3.697673656e+01
  1.485000000e-01   9.408210443e-01   9.181419534e+02  -1.732881900e+01   2.439735907e+03   3.696284767e+01
  1.495000000e-01   9.390547920e-01   9.157297139e+02  -1.725937455e+01   2.437902776e+03   3.694895878e+01
  1.505000000e-01   9.372911935e-01   9.133229088e+02  -1.718993011e+01   2.436070335e+03   3.693506989e+01
  1.515000000e-01   9.355302456e-01   9.109215278e+02  -1.712048567e+01   2.434238583e+03   3.692118100e+01
  1.525000000e-01   9.337719454e-01   9.085255607e+02  -1.705104122e+01   2.432407520e+03   3.690729211e+01
  1.535000000e-01   9.320162900e-01   9.061349974e+02  -1.698159678e+01   2.430577145e+03   3.689340322e+01
  1.545000000e-01   9.302632763e-01   9.037498278e+02  -1.691215233e+01   2.428747460e+03   3.687951433e+01
  1.555000000e-01   9.285129014e-01   9.013700416e+02  -1.684270789e+01   2.426918463e+03   3.686562545e+01
  1.565000000e-01   9.267651623e-01   8.989956287e+02  -1.677326344e+01   2.425090156e+03   3.685173656e+01
  1.575000000e-01   9.250200560e-01   8.966265791e+02  -1.670381900e+01   2.423262537e+03   3.683784767e+01
  1.585000000e-01   9.232775795e-01   8.942628826e+02  -1.663437455e+01   2.421435607e+03   3.682395878e+01
  1.595000000e-01   9.215377299e-01   8.919045291e+02  -1.656493011e+01   2.419609367e+03   3.681006989e+01
  1.605000000e-01   9.198005041e-01   8.895515087e+02  -1.649548567e+01   2.417783815e+03   3.679618100e+01
  1.615000000e-01   9.180658993e-01   8.872038111e+02  -1.642604122e+01   2.415958952e+03   3.678229211e+01
  1.625000000e-01   9.163339124e-01   8.848614264e+02  -1.635659678e+01   2.414134778e+03   3.676840322e+01
  1.635000000e-01   9.146045405e-01   8.825243446e+02  -1.628715233e+01   2.412311293e+03   3.675451433e+01
  1.645000000e-01   9.128777806e-01   8.801925556e+02  -1.621770789e+01   2.410488497e+03   3.674062545e+01
  1.655000000e-01   9.111536298e-01   8.778660495e+02  -1.614826344e+01   2.408666389e+03   3.672673656e+01
  1.665000000e-01   9.094320851e-01   8.755448163e+02  -1.607881900e+01   2.406844971e+03   3.671284767e+01
  1.675000000e-01   9.077131436e-01   8.732288460e+02  -1.600937455e+01   2.405024242e+03   3.669895878e+01
  1.685000000e-01   9.059968022e-01   8.709181286e+02  -1.593993011e+01   2.403204201e+03   3.668506989e+01
  1.695000000e-01   9.042830581e-01   8.686126543e+02  -1.587048567e+01   2.401384850e+03   3.667118100e+01
  1.705000000e-01   9.025719083e-01   8.663124131e+02  -1.580104122e+01   2.399566187e+03   3.665729211e+01
  1.715000000e-01   9.008633498e-01   8.640173952e+02  -1.573159678e+01   2.397748214e+03   3.664340322e+01
  1.725000000e-01   8.991573797e-01   8.617275905e+02  -1.566215233e+01   2.395930929e+03   3.662951433e+01
  1.735000000e-01   8.974539951e-01   8.594429894e+02  -1.559270789e+01   2.394114333e+03   3.661562545e+01
  1.745000000e-01   8.957531931e-01   8.571635818e+02  -1.552326344e+01   2.392298427e+03   3.660173656e+01
  1.755000000e-01   8.940549706e-01   8.548893580e+02  -1.545381900e+01   2.390483209e+03   3.658784767e+01
  1.765000000e-01   8.923593247e-01   8.526203081e+02  -1.538437455e+01   2.388668680e+03   3.657395878e+01
  1.775000000e-01   8.906662526e-01   8.503564223e+02  -1.531493011e+01   2.386854840e+03   3.656006989e+01
  1.785000000e-01   8.889757513e-01   8.480976909e+02  -1.524548567e+01   2.385041689e+03   3.654618100e+01
  1.795000000e-01   8.872878178e-01   8.458441040e+02  -1.517604122e+01   2.383229227e+03   3.653229211e+01
  1.805000000e-01   8.856024493e-01   8.435956518e+02  -1.510659678e+01   2.381417454e+03   3.651840322e+01
  1.815000000e-01   8.839196427e-01   8.413523247e+02  -1.503715233e+01   2.379606369e+03   3.650451433e+01
  1.825000000e-01   8.822393953e-01   8.391141129e+02  -1.496770789e+01   2.377795974e+03   3.649062545e+01
  1.835000000e-01   8.805617040e-01   8.368810066e+02  -1.489826344e+01   2.375986268e+03   3.647673656e+01
  1.845000000e-01   8.788865660e-01   8.346529961e+02  -1.482881900e+01   2.374177250e+03   3.646284767e+01
  1.855000000e-01   8.772139782e-01   8.324300718e+02  -1.475937455e+01   2.372368922e+03   3.644895878e+01
  1.865000000e-01   8.755439380e-01   8.302122240e+02  -1.468993011e+01   2.370561282e+03   3.643506989e+01
  1.875000000e-01   8.738764422e-01   8.279994430e+02  -1.462048567e+01   2.368754331e+03   3.642118100e+01
  1.885000000e-01   8.722114880e-01   8.257917191e+02  -1.455104122e+01   2.366948070e+03   3.640729211e+01
  1.895000000e-01   8.705490725e-01   8.235890427e+02  -1.448159678e+01   2.365142497e+03   3.639340322e+01
  1.905000000e-01   8.688891928e-01   8.213914043e+02  -1.441215233e+01   2.363337613e+03   3.637951433e+01
  1.915000000e-01   8.672318460e-01   8.191987941e+02  -1.434270789e+01   2.361533418e+03   3.636562545e+01
  1.925000000e-01   8.655770292e-01   8.170112027e+02  -1.427326344e+01   2.359729912e+03   3.635173656e+01
  1.935000000e-01   8.639247394e-01   8.148286204e+02  -1.420381900e+01   2.357927095e+03   3.633784767e+01
  1.945000000e-01   8.622749739e-01   8.126510376e+02  -1.413437455e+01   2.356124967e+03   3.632395878e+01
  1.955000000e-01   8.606277296e-01   8.104784449e+02  -1.406493011e+01   2.354323528e+03   3.631006989e+01
  1.965000000e-01   8.589830038e-01   8.083108326e+02  -1.399548567e+01   2.352522777e+03   3.629618100e+01
  1.975000000e-01   8.573407934e-01   8.061481914e+02  -1.392604122e+01   2.350722716e+03   3.628229211e+01
  1.985000000e-01   8.557010958e-01   8.039905115e+02  -1.385659678e+01   2.348923343e+03   3.626840322e+01
  1.995000000e-01   8.540639078e-01   8.018377837e+02  -1.378715233e+01   2.347124660e+03   3.625451433e+01
  2.005000000e-01   8.524292267e-01   7.996899984e+02  -1.371770789e+01   2.345326665e+03   3.624062545e+01
  2.015000000e-01   8.507970497e-01   7.975471461e+02  -1.364826344e+01   2.343529360e+03   3.622673656e+01
  2.025000000e-01   8.491673737e-01   7.954092174e+02  -1.357881900e+01   2.341732743e+03   3.621284767e+01
  2.035000000e-01   8.475401959e-01   7.932762028e+02  -1.350937455e+01   2.339936815e+03   3.619895878e+01
  2.045000000e-01   8.459155136e-01   7.911480930e+02  -1.343993011e+01   2.338141577e+03   3.618506989e+01
  2.055000000e-01   8.442933237e-01   7.890248786e+02  -1.337048567e+01   2.336347027e+03   3.617118100e+01
  2.065000000e-01   8.426736234e-01   7.869065501e+02  -1.330104122e+01   2.334553166e+03   3.615729211e+01
  2.075000000e-01   8.410564099e-01   7.847930982e+02  -1.323159678e+01   2.332759994e+03   3.614340322e+01
  2.085000000e-01   8.394416802e-01   7.826845135e+02  -1.316215233e+01   2.330967511e+03   3.612951433e+01
  2.095000000e-01   8.378294316e-01   7.805807867e+02  -1.309270789e+01   2.329175717e+03   3.611562545e+01
  2.105000000e-01   8.362196612e-01   7.784819085e+02  -1.302326344e+01   2.327384611e+03   3.610173656e+01
  2.115000000e-01   8.346123660e-01   7.763878695e+02  -1.295381900e+01   2.325594195e+03   3.608784767e+01
  2.125000000e-01   8.330075434e-01   7.742986604e+02  -1.288437455e+01   2.323804468e+03   3.607395878e+01
  2.135000000e-01   8.314051903e-01   7.722142719e+02  -1.281493011e+01   2.322015429e+03   3.606006989e+01
  2.145000000e-01   8.298053039e-01   7.701346949e+02  -1.274548567e+01   2.320227080e+03   3.604618100e+01
  2.155000000e-01   8.282078815e-01   7.680599200e+02  -1.267604122e+01   2.318439419e+03   3.603229211e+01
  2.165000000e-01   8.266129201e-01   7.659899379e+02  -1.260659678e+01   2.316652448e+03   3.601840322e+01
  2.175000000e-01   8.250204169e-01   7.639247395e+02  -1.253715233e+01   2.314866165e+03   3.600451433e+01
  2.185000000e-01   8.234303691e-01   7.618643154e+02  -1.246770789e+01   2.313080571e+03   3.599062545e+01
  2.195000000e-01   8.218427738e-01   7.598086567e+02  -1.239826344e+01   2.311295667e+03   3.597673656e+01
  2.205000000e-01   8.202576282e-01   7.577577539e+02  -1.232881900e+01   2.309511451e+03   3.596284767e+01
  2.215000000e-01   8.186749294e-01   7.557115980e+02  -1.225937455e+01   2.307727924e+03   3.594895878e+01
  2.225000000e-01   8.170946747e-01   7.536701799e+02  -1.218993011e+01   2.305945086e+03   3.593506989e+01
  2.235000000e-01   8.155168611e-01   7.516334902e+02  -1.212048567e+01   2.304162937e+03   3.592118100e+01
  2.245000000e-01   8.139414859e-01   7.496015200e+02  -1.205104122e+01   2.302381476e+03   3.590729211e+01
  2.255000000e-01   8.123685462e-01   7.475742602e+02  -1.198159678e+01   2.300600705e+03   3.589340322e+01
  2.265000000e-01   8.107980393e-01   7.455517015e+02  -1.191215233e+01   2.298820623e+03   3.587951433e+01
  2.275000000e-01   8.092299622e-01   7.435338349e+02  -1.184270789e+01   2.297041230e+03   3.586562545e+01
  2.285000000e-01   8.076643121e-01   7.415206514e+02  -1.177326344e+01   2.295262525e+03   3.585173656e+01
  2.295000000e-01   8.061010863e-01   7.395121419e+02  -1.170381900e+01   2.293484510e+03   3.583784767e+01
  2.305000000e-01   8.045402819e-01   7.375082973e+02  -1.163437455e+01   2.291707183e+03   3.582395878e+01
  2.315000000e-01   8.029818962e-01   7.355091086e+02  -1.156493011e+01   2.289930546e+03   3.581006989e+01
  2.325000000e-01   8.014259262e-01   7.335145668e+02  -1.149548567e+01   2.288154597e+03   3.579618100e+01
  2.335000000e-01   7.998723692e-01   7.315246629e+02  -1.142604122e+01   2.286379337e+03   3.578229211e+01
  2.345000000e-01   7.983212224e-01   7.295393879e+02  -1.135659678e+01   2.284604766e+03   3.576840322e+01
  2.355000000e-01   7.967724830e-01   7.275587328e+02  -1.128715233e+01   2.282830884e+03   3.575451433e+01
  2.365000000e-01   7.952261481e-01   7.255826886e+02  -1.121770789e+01   2.281057691e+03   3.574062545e+01
  2.375000000e-01   7.936822150e-01   7.236112465e+02  -1.114826344e+01   2.279285187e+03   3.572673656e+01
  2.385000000e-01   7.921406809e-01   7.216443974e+02  -1.107881900e+01   2.277513372e+03   3.571284767e+01
  2.395000000e-01   7.906015429e-01   7.196821325e+02  -1.100937455e+01   2.275742246e+03   3.569895878e+01
  2.405000000e-01   7.890647984e-01   7.177244428e+02  -1.093993011e+01   2.273971809e+03   3.568506989e+01
  2.415000000e-01   7.875304444e-01   7.157713194e+02  -1.087048567e+01   2.272202061e+03   3.567118100e+01
